일자,구분,원재료코드,원재료명,거래처,LOT번호,수량,단위,단가,금액,수량_kg,창고,발주번호,비고,납기예정일
2026-03-05,IN,MAT-005,마시멜로,한성식품,L260305-02,153,봉,5600,856800,153.0,원료창고A,PO-2603-020,,2026-03-05
2026-03-05,IN,MAT-007,화이트초콜릿,카카오트레이드,L260305-03,26,백,61250,1592500,65.0,원료창고B,PO-2603-033,,2026-03-05
2026-03-05,IN,MAT-012,포장재,팩앤팩,L260305-04,15250,장,1500,22875000,15250.0,자재창고,PO-2603-056,,2026-03-05
2026-03-05,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,83.8,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-05,OUT,MAT-002,피스타치오페이스트,,,58,통,49000,2842000,57.1,냉장창고,,DUBAI라인 투입,
2026-03-05,OUT,MAT-003,헤이즐넛페이스트,,,49,통,18500,906500,48.2,냉장창고,,ITALY라인 투입,
2026-03-05,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.8,원료창고A,,ITALY라인 투입,
2026-03-05,OUT,MAT-005,마시멜로,,,64,봉,5600,358400,63.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-05,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.5,원료창고B,,ITALY라인 투입,
2026-03-05,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,14.1,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-05,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.4,원료창고A,,DUBAI라인 투입,
2026-03-05,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-05,OUT,MAT-010,무염버터,,,2,박스,87300,174600,15.0,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-05,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.8,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-05,OUT,MAT-012,포장재,,,2800,장,1500,4200000,2800.0,자재창고,,전체라인 투입,
2026-03-06,IN,MAT-006,다크초콜릿,카카오트레이드,L260306-01,7,백,56250,393750,17.5,원료창고B,PO-2603-028,,2026-03-06
2026-03-06,IN,MAT-008,코코아파우더,티파우더,L260306-02,13,봉,16200,210600,13.0,원료창고A,PO-2603-038,,2026-03-06
2026-03-06,IN,MAT-011,탈지분유,한성식품,L260306-03,27,봉,8000,216000,27.0,원료창고A,PO-2603-052,,2026-03-06
2026-03-06,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,84.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-06,OUT,MAT-002,피스타치오페이스트,,,56,통,49000,2744000,55.4,냉장창고,,DUBAI라인 투입,
2026-03-06,OUT,MAT-003,헤이즐넛페이스트,,,49,통,18500,906500,48.8,냉장창고,,ITALY라인 투입,
2026-03-06,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.9,원료창고A,,ITALY라인 투입,
2026-03-06,OUT,MAT-005,마시멜로,,,65,봉,5600,364000,64.3,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-06,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.6,원료창고B,,ITALY라인 투입,
2026-03-06,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.6,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-06,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-06,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-06,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.3,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-06,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.7,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-06,OUT,MAT-012,포장재,,,2780,장,1500,4170000,2780.0,자재창고,,전체라인 투입,
2026-03-07 00:00:00,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260307-E02,140,통,49000,6860000,140.0,냉장창고,PO-2603-E02,재고회복-추가발주,2026-03-07
2026-03-07,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,83.3,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-07,OUT,MAT-002,피스타치오페이스트,,,57,통,49000,2793000,56.4,냉장창고,,DUBAI라인 투입,
2026-03-07,OUT,MAT-003,헤이즐넛페이스트,,,49,통,18500,906500,48.9,냉장창고,,ITALY라인 투입,
2026-03-07,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,7.0,원료창고A,,ITALY라인 투입,
2026-03-07,OUT,MAT-005,마시멜로,,,66,봉,5600,369600,65.3,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-07,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.6,원료창고B,,ITALY라인 투입,
2026-03-07,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,14.2,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-07,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.4,원료창고A,,DUBAI라인 투입,
2026-03-07,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.2,원료창고A,,DUBAI라인 투입,
2026-03-07,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.2,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-07,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,6.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-07,OUT,MAT-012,포장재,,,2760,장,1500,4140000,2760.0,자재창고,,전체라인 투입,
2026-03-10,IN,MAT-009,말차파우더,티파우더,L260310-01,24,파우치,22750,546000,12.0,원료창고A,PO-2603-043,,2026-03-10
2026-03-10,IN,MAT-012,포장재,팩앤팩,L260310-02,13750,장,1500,20625000,13750.0,자재창고,PO-2603-057,,2026-03-10
2026-03-10,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,80.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-10,OUT,MAT-002,피스타치오페이스트,,,58,통,49000,2842000,57.2,냉장창고,,DUBAI라인 투입,
2026-03-10,OUT,MAT-003,헤이즐넛페이스트,,,48,통,18500,888000,47.6,냉장창고,,ITALY라인 투입,
2026-03-10,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.5,원료창고A,,ITALY라인 투입,
2026-03-10,OUT,MAT-005,마시멜로,,,63,봉,5600,352800,62.9,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-10,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.6,원료창고B,,ITALY라인 투입,
2026-03-10,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.4,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-10,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-10,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-10,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.2,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-10,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.8,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-10,OUT,MAT-012,포장재,,,2740,장,1500,4110000,2740.0,자재창고,,전체라인 투입,
2026-03-11,IN,MAT-001,카다이프,중동식품,L260311-01,37,팩,62500,2312500,185.0,원료창고A,PO-2603-003,,2026-03-11
2026-03-11 00:00:00,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260311-E03,120,통,49000,5880000,120.0,냉장창고,PO-2603-E03,재고회복-추가발주,2026-03-11
2026-03-11,IN,MAT-003,헤이즐넛페이스트,유로넛츠,L260311-02,316,통,18500,5846000,316.0,냉장창고,PO-2603-013,,2026-03-11
2026-03-11,IN,MAT-004,헤이즐넛분태,유로넛츠,L260311-03,42,봉,15300,642600,42.0,원료창고A,PO-2603-017,,2026-03-11
2026-03-11,IN,MAT-005,마시멜로,한성식품,L260311-04,145,봉,5600,812000,145.0,원료창고A,PO-2603-023,,2026-03-11
2026-03-11,IN,MAT-008,코코아파우더,티파우더,L260311-05,11,봉,16200,178200,11.0,원료창고A,PO-2603-039,,2026-03-11
2026-03-11,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,82.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-11,OUT,MAT-002,피스타치오페이스트,,,57,통,49000,2793000,56.5,냉장창고,,DUBAI라인 투입,
2026-03-11,OUT,MAT-003,헤이즐넛페이스트,,,47,통,18500,869500,47.0,냉장창고,,ITALY라인 투입,
2026-03-11,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.4,원료창고A,,ITALY라인 투입,
2026-03-11,OUT,MAT-005,마시멜로,,,62,봉,5600,347200,61.8,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-11,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.5,원료창고B,,ITALY라인 투입,
2026-03-11,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.5,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-11,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-11,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-11,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.0,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-11,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-11,OUT,MAT-012,포장재,,,2740,장,1500,4110000,2740.0,자재창고,,전체라인 투입,
2026-03-12,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260312-01,264,통,49000,12936000,264.0,냉장창고,PO-2603-010,단가하향안정,2026-03-12
2026-03-12,IN,MAT-005,마시멜로,한성식품,L260312-02,147,봉,5600,823200,147.0,원료창고A,PO-2603-022,,2026-03-12
2026-03-12,IN,MAT-011,탈지분유,한성식품,L260312-03,32,봉,8000,256000,32.0,원료창고A,PO-2603-053,,2026-03-12
2026-03-12,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,82.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-12,OUT,MAT-002,피스타치오페이스트,,,56,통,49000,2744000,55.5,냉장창고,,DUBAI라인 투입,
2026-03-12,OUT,MAT-003,헤이즐넛페이스트,,,49,통,18500,906500,48.5,냉장창고,,ITALY라인 투입,
2026-03-12,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.8,원료창고A,,ITALY라인 투입,
2026-03-12,OUT,MAT-005,마시멜로,,,64,봉,5600,358400,64.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-12,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.7,원료창고B,,ITALY라인 투입,
2026-03-12,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,14.1,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-12,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-12,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-12,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.3,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-12,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.7,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-12,OUT,MAT-012,포장재,,,2780,장,1500,4170000,2780.0,자재창고,,전체라인 투입,
2026-03-13,IN,MAT-001,카다이프,중동식품,L260313-01,39,팩,62500,2437500,195.0,원료창고A,PO-2603-004,,2026-03-13
2026-03-13,IN,MAT-006,다크초콜릿,카카오트레이드,L260313-02,8,백,56250,450000,20.0,원료창고B,PO-2603-029,,2026-03-13
2026-03-13,IN,MAT-007,화이트초콜릿,카카오트레이드,L260313-03,26,백,61250,1592500,65.0,원료창고B,PO-2603-034,,2026-03-13
2026-03-13,IN,MAT-010,무염버터,한성식품,L260313-04,9,박스,87300,785700,81.0,냉장창고,PO-2603-048,,2026-03-13
2026-03-13,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,80.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-13,OUT,MAT-002,피스타치오페이스트,,,56,통,49000,2744000,56.0,냉장창고,,DUBAI라인 투입,
2026-03-13,OUT,MAT-003,헤이즐넛페이스트,,,51,통,18500,943500,50.1,냉장창고,,ITALY라인 투입,
2026-03-13,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.9,원료창고A,,ITALY라인 투입,
2026-03-13,OUT,MAT-005,마시멜로,,,63,봉,5600,352800,62.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-13,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.7,원료창고B,,ITALY라인 투입,
2026-03-13,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.7,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-13,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.2,원료창고A,,DUBAI라인 투입,
2026-03-13,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.2,원료창고A,,DUBAI라인 투입,
2026-03-13,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.7,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-13,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.9,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-13,OUT,MAT-012,포장재,,,2760,장,1500,4140000,2760.0,자재창고,,전체라인 투입,
2026-03-14 00:00:00,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260314-E04,110,통,49000,5390000,110.0,냉장창고,PO-2603-E04,재고회복-추가발주,2026-03-14
2026-03-14,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,81.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-14,OUT,MAT-002,피스타치오페이스트,,,55,통,49000,2695000,54.8,냉장창고,,DUBAI라인 투입,
2026-03-14,OUT,MAT-003,헤이즐넛페이스트,,,50,통,18500,925000,49.5,냉장창고,,ITALY라인 투입,
2026-03-14,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.6,원료창고A,,ITALY라인 투입,
2026-03-14,OUT,MAT-005,마시멜로,,,66,봉,5600,369600,65.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-14,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.5,원료창고B,,ITALY라인 투입,
2026-03-14,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.8,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-14,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-14,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.4,원료창고A,,DUBAI라인 투입,
2026-03-14,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.6,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-14,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.8,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-14,OUT,MAT-012,포장재,,,2760,장,1500,4140000,2760.0,자재창고,,전체라인 투입,
2026-03-17,IN,MAT-003,헤이즐넛페이스트,유로넛츠,L260317-01,318,통,18500,5883000,318.0,냉장창고,PO-2603-014,,2026-03-17
2026-03-17,IN,MAT-004,헤이즐넛분태,유로넛츠,L260317-02,38,봉,15300,581400,38.0,원료창고A,PO-2603-018,,2026-03-17
2026-03-17,IN,MAT-005,마시멜로,한성식품,L260317-03,178,봉,5600,996800,178.0,원료창고A,PO-2603-025,,2026-03-17
2026-03-17,IN,MAT-007,화이트초콜릿,카카오트레이드,L260317-04,28,백,61250,1715000,70.0,원료창고B,PO-2603-035,,2026-03-17
2026-03-17,IN,MAT-008,코코아파우더,티파우더,L260317-05,12,봉,16200,194400,12.0,원료창고A,PO-2603-040,,2026-03-17
2026-03-17,IN,MAT-011,탈지분유,한성식품,L260317-06,27,봉,8000,216000,27.0,원료창고A,PO-2603-054,,2026-03-17
2026-03-17,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,80.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-17,OUT,MAT-002,피스타치오페이스트,,,56,통,49000,2744000,55.2,냉장창고,,DUBAI라인 투입,
2026-03-17,OUT,MAT-003,헤이즐넛페이스트,,,49,통,18500,906500,48.6,냉장창고,,ITALY라인 투입,
2026-03-17,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.7,원료창고A,,ITALY라인 투입,
2026-03-17,OUT,MAT-005,마시멜로,,,62,봉,5600,347200,61.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-17,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.5,원료창고B,,ITALY라인 투입,
2026-03-17,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.4,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-17,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-17,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.2,원료창고A,,DUBAI라인 투입,
2026-03-17,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.7,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-17,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.9,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-17,OUT,MAT-012,포장재,,,2740,장,1500,4110000,2740.0,자재창고,,전체라인 투입,
2026-03-18 00:00:00,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260318-E05,100,통,49000,4900000,100.0,냉장창고,PO-2603-E05,재고회복-추가발주,2026-03-18
2026-03-18,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,83.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-18,OUT,MAT-002,피스타치오페이스트,,,57,통,49000,2793000,57.0,냉장창고,,DUBAI라인 투입,
2026-03-18,OUT,MAT-003,헤이즐넛페이스트,,,50,통,18500,925000,49.2,냉장창고,,ITALY라인 투입,
2026-03-18,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,7.0,원료창고A,,ITALY라인 투입,
2026-03-18,OUT,MAT-005,마시멜로,,,67,봉,5600,375200,67.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-18,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.7,원료창고B,,ITALY라인 투입,
2026-03-18,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.9,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-18,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-18,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-18,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.8,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-18,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,6.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-18,OUT,MAT-012,포장재,,,2820,장,1500,4230000,2820.0,자재창고,,전체라인 투입,
2026-03-19,IN,MAT-001,카다이프,중동식품,L260319-01,46,팩,62500,2875000,230.0,원료창고A,PO-2603-005,,2026-03-19
2026-03-19,IN,MAT-001,카다이프,중동식품,L260319-02,42,팩,62500,2625000,210.0,원료창고A,PO-2603-006,,2026-03-19
2026-03-19,IN,MAT-006,다크초콜릿,카카오트레이드,L260319-03,8,백,56250,450000,20.0,원료창고B,PO-2603-030,,2026-03-19
2026-03-19,IN,MAT-010,무염버터,한성식품,L260319-04,8,박스,87300,698400,72.0,냉장창고,PO-2603-049,,2026-03-19
2026-03-19,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,82.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-19,OUT,MAT-002,피스타치오페이스트,,,56,통,49000,2744000,55.5,냉장창고,,DUBAI라인 투입,
2026-03-19,OUT,MAT-003,헤이즐넛페이스트,,,50,통,18500,925000,49.3,냉장창고,,ITALY라인 투입,
2026-03-19,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.6,원료창고A,,ITALY라인 투입,
2026-03-19,OUT,MAT-005,마시멜로,,,64,봉,5600,358400,64.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-19,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.7,원료창고B,,ITALY라인 투입,
2026-03-19,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.5,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-19,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-19,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-19,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.4,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-19,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.7,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-19,OUT,MAT-012,포장재,,,2760,장,1500,4140000,2760.0,자재창고,,전체라인 투입,
2026-03-20,IN,MAT-005,마시멜로,한성식품,L260320-01,170,봉,5600,952000,170.0,원료창고A,PO-2603-024,,2026-03-20
2026-03-20,IN,MAT-009,말차파우더,티파우더,L260320-02,24,파우치,22750,546000,12.0,원료창고A,PO-2603-044,,2026-03-20
2026-03-20,IN,MAT-012,포장재,팩앤팩,L260320-03,14750,장,1500,22125000,14750.0,자재창고,PO-2603-058,,2026-03-20
2026-03-20,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,81.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-20,OUT,MAT-002,피스타치오페이스트,,,56,통,49000,2744000,55.6,냉장창고,,DUBAI라인 투입,
2026-03-20,OUT,MAT-003,헤이즐넛페이스트,,,50,통,18500,925000,49.1,냉장창고,,ITALY라인 투입,
2026-03-20,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,7.0,원료창고A,,ITALY라인 투입,
2026-03-20,OUT,MAT-005,마시멜로,,,65,봉,5600,364000,64.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-20,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.7,원료창고B,,ITALY라인 투입,
2026-03-20,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.7,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-20,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.4,원료창고A,,DUBAI라인 투입,
2026-03-20,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-20,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.5,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-20,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.8,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-20,OUT,MAT-012,포장재,,,2760,장,1500,4140000,2760.0,자재창고,,전체라인 투입,
2026-03-21 00:00:00,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260321-E06,95,통,49000,4655000,95.0,냉장창고,PO-2603-E06,재고회복-추가발주,2026-03-21
2026-03-21,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,81.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-21,OUT,MAT-002,피스타치오페이스트,,,55,통,49000,2695000,54.3,냉장창고,,DUBAI라인 투입,
2026-03-21,OUT,MAT-003,헤이즐넛페이스트,,,48,통,18500,888000,47.7,냉장창고,,ITALY라인 투입,
2026-03-21,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.6,원료창고A,,ITALY라인 투입,
2026-03-21,OUT,MAT-005,마시멜로,,,63,봉,5600,352800,63.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-21,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.6,원료창고B,,ITALY라인 투입,
2026-03-21,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.6,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-21,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-21,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.2,원료창고A,,DUBAI라인 투입,
2026-03-21,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.2,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-21,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.8,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-21,OUT,MAT-012,포장재,,,2700,장,1500,4050000,2700.0,자재창고,,전체라인 투입,
2026-03-24,IN,MAT-001,카다이프,중동식품,L260324-01,39,팩,62500,2437500,195.0,원료창고A,PO-2603-007,,2026-03-24
2026-03-24,IN,MAT-007,화이트초콜릿,카카오트레이드,L260324-02,32,백,61250,1960000,80.0,원료창고B,PO-2603-036,,2026-03-24
2026-03-24,OUT,MAT-001,카다이프,,,16,팩,62500,1000000,79.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-24,OUT,MAT-002,피스타치오페이스트,,,56,통,49000,2744000,55.3,냉장창고,,DUBAI라인 투입,
2026-03-24,OUT,MAT-003,헤이즐넛페이스트,,,49,통,18500,906500,48.9,냉장창고,,ITALY라인 투입,
2026-03-24,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.8,원료창고A,,ITALY라인 투입,
2026-03-24,OUT,MAT-005,마시멜로,,,65,봉,5600,364000,64.3,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-24,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.6,원료창고B,,ITALY라인 투입,
2026-03-24,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.9,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-24,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-24,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-24,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.4,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-24,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.9,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-24,OUT,MAT-012,포장재,,,2740,장,1500,4110000,2740.0,자재창고,,전체라인 투입,
2026-03-25,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260325-01,258,통,49000,12642000,258.0,냉장창고,PO-2603-011,단가하향안정,2026-03-25
2026-03-25 00:00:00,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260325-E07,90,통,49000,4410000,90.0,냉장창고,PO-2603-E07,재고회복-추가발주,2026-03-25
2026-03-25,IN,MAT-005,마시멜로,한성식품,L260325-02,176,봉,5600,985600,176.0,원료창고A,PO-2603-026,,2026-03-25
2026-03-25,IN,MAT-005,마시멜로,한성식품,L260325-03,163,봉,5600,912800,163.0,원료창고A,PO-2603-027,,2026-03-25
2026-03-25,IN,MAT-008,코코아파우더,티파우더,L260325-04,11,봉,16200,178200,11.0,원료창고A,PO-2603-041,,2026-03-25
2026-03-25,IN,MAT-010,무염버터,한성식품,L260325-05,9,박스,87300,785700,81.0,냉장창고,PO-2603-050,,2026-03-25
2026-03-25,IN,MAT-011,탈지분유,한성식품,L260325-06,29,봉,8000,232000,29.0,원료창고A,PO-2603-055,,2026-03-25
